# Presence-only rows keyed by parsed syntax form and source path.
# Retirement stages are checked against canonical_stage() and cannot be edited
# independently of the Stage 1-5 cutover dependency map.
#
# The audit DETECTS: a (group, form, path) with findings but no row here (a
# new authority form or path landed and needs review), and a listed row with
# zero findings (the authority it named was retired and the row is stale). It
# does NOT track how many findings a listed (group, form, path) carries — a
# call moving between two already-listed functions in the same file, or a new
# call added alongside existing ones, changes nothing this audit reports.
#
# signature-application rows: one reviewed row per (enclosing function, file)
# for every call of an argument-check primitive under hew-types/src/. Callees are
# reduced through the parse, so method, UFCS, fully-pathed, parenthesized and
# comment-separated spellings all count, and the primitive in argument or value
# position does not.
#
# Canonical keyspace exceptions use this machine-readable comment form:
# canonical-keyspace-allow<TAB>path<TAB>table<TAB>count<TAB>owner<TAB>follow-on work<TAB>reason
# canonical-keyspace-allow	hew-hir/src/lower.rs	const_registry	1	hew-hir	a316-keyspace-registries	canonical const identity is qualified today but remains a bare local at insertion
# canonical-keyspace-allow	hew-hir/src/lower.rs	machine_ctor_registry	7	hew-hir	a316-keyspace-registries	constructor registry still passes reviewed qualified locals into the insertion sink
# canonical-keyspace-allow	hew-types/src/check/items.rs	fn_sigs	1	hew-types	a316-keyspace-fn-sigs	trait default signature restoration still inserts a reviewed qualified local
# canonical-keyspace-allow	hew-types/src/check/registration.rs	fn_sigs	4	hew-types	a316-keyspace-fn-sigs	function signature publication remains in the deferred table-family cutover
# canonical-keyspace-allow	hew-types/src/check/registration.rs	trait_defs	1	hew-types	a316-keyspace-trait-defs	trait definition publication remains in the deferred table-family cutover
group	form	path	retirement_stage	reason
hir-ast-boundary	expr-use:scan_for_iterable_for_binop_gates	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Expr variants directly instead of the checker's typed HirExprKind shape
hir-ast-boundary	expr-use:unary_literal_operand_uses_result_ty	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Expr variants directly instead of the checker's typed HirExprKind shape
hir-ast-boundary	item-use:builtin_callable_impl_program	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:check_binary_operator_gates	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:check_builtin_callable_impl_program	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:check_coroutine_gate	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:check_wasm_blocking_recv_gate	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:collect_imported_private_fn_closure	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:collect_inherent_impl_close_methods_from_items	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:collect_inherent_impl_consuming_methods_from_items	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:collect_supervisor_registry	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:collect_trait_default_methods	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:collect_type_aliases	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:imported_module_item_lists	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:is_builtin_callable_impl	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:is_builtin_request_owner_impl	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:is_builtin_source_body_impl	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:is_builtin_vec_iterator_impl	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:item_declares_type_name	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:lower_program_with_mono_cap	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:module_file_import_fn_rewrites	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:plan_imported_impl_bodies	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:scan_item_for_supervisor_spawn	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:scan_item_for_vec_index_gate	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	item-use:visit_items	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Item variants to rebuild fn/type/record resolution the checker's TypeCheckOutput already decided
hir-ast-boundary	pattern-use:bind_destructure_field	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:collect_match_payload_predicates	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:constructor_payload_aggregate_subpatterns	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:flatten_or_pattern	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:lower_constructor_payload_aggregates	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:lower_for_iter_desugar	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:lower_pattern_arms	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:lower_pattern_value_into_stmts	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:lower_record_pattern_value_into_stmts	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:lower_stmt	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:lower_stmt_multi	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:lower_struct_variant_payload_aggregates	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:pattern_name	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:struct_variant_pattern_parts	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:struct_variant_payload_aggregate_subpatterns	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	pattern-use:tuple_variant_pattern_parts	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Pattern variants directly instead of a checker-resolved pattern shape
hir-ast-boundary	resolved-items-access:imported_module_item_lists	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: reads ImportDecl.resolved_items, the parser's own unresolved-import cache, instead of a checker-published import fact
hir-ast-boundary	resolved-items-access:module_file_import_fn_rewrites	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: reads ImportDecl.resolved_items, the parser's own unresolved-import cache, instead of a checker-published import fact
hir-ast-boundary	stmt-use:collect_emitted_events_inner	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Stmt variants directly instead of a checker-resolved statement shape
hir-ast-boundary	stmt-use:lower_stmt	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Stmt variants directly instead of a checker-resolved statement shape
hir-ast-boundary	stmt-use:lower_stmt_multi	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Stmt variants directly instead of a checker-resolved statement shape
hir-ast-boundary	stmt-use:scan_stmt_for_binop_gates	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Stmt variants directly instead of a checker-resolved statement shape
hir-ast-boundary	stmt-use:scan_stmt_for_blocking_recv	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Stmt variants directly instead of a checker-resolved statement shape
hir-ast-boundary	stmt-use:scan_stmt_for_private_refs	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Stmt variants directly instead of a checker-resolved statement shape
hir-ast-boundary	stmt-use:scan_stmt_for_supervisor_spawn	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Stmt variants directly instead of a checker-resolved statement shape
hir-ast-boundary	stmt-use:scan_stmt_for_vec_index_gate	hew-hir/src/lower.rs	stage-2	D486 stage one freeze: matches hew_parser::ast::Stmt variants directly instead of a checker-resolved statement shape
lifecycle-identity-authority	lifecycle-candidate-field	hew-types/src/check/types.rs	stage-2	canonical checker lifecycle identity carrier
lifecycle-identity-authority	lifecycle-conflict-use	hew-types/src/check/registration.rs	stage-2	canonical checker lifecycle identity carrier
lifecycle-identity-authority	lifecycle-conflict-variant	hew-types/src/check/types.rs	stage-2	canonical checker lifecycle identity carrier
runtime-call-authority	runtime-call-family-consumer	hew-mir/src/physical.rs	stage-4	physical runtime actions use the shared family contract for argument modes and result effects
runtime-call-authority	runtime-call-family-consumer	hew-codegen-rs/src/physical.rs	stage-4	the backend reads each operation's row for its symbol, operand contract and C return
runtime-call-authority	runtime-call-family-consumer	hew-codegen-rs/src/physical_shared.rs	stage-4	the shared-handle emitter reads each Rc operation's row for its symbol
runtime-call-authority	runtime-call-family-use	hew-codegen-rs/src/physical.rs	stage-4	the runtime-call emitter dispatches on the operation carried by its physical action
runtime-call-authority	runtime-call-family-use	hew-codegen-rs/src/physical_shared.rs	stage-4	Rc construction, payload read and replacement dispatch on the typed family
runtime-call-authority	runtime-call-family-use	hew-codegen-rs/src/physical_encoding_runtime_cases.rs	stage-4	runtime execution fixtures construct typed encoding operations to verify generated adapters
runtime-call-authority	runtime-call-family-use	hew-hir/src/lower.rs	stage-4	typed runtime-family dispatch carrier
runtime-call-authority	runtime-call-family-use	hew-mir/src/physical.rs	stage-4	physical runtime realization maps typed actions to their shared semantic families
runtime-call-authority	runtime-call-family-use	hew-types/src/runtime_call.rs	stage-4	typed runtime-family dispatch carrier
runtime-call-authority	runtime-call-family-variant	hew-types/src/runtime_call.rs	stage-4	typed runtime-family dispatch carrier including structural formatting
semantic-owner-shortening-sink	registry-key	hew-types/src/check/registration.rs	stage-1	reviewed remaining owner-shortening sink
signature-application	apply_instantiated_call_signature_with_assoc	hew-types/src/check/calls.rs	stage-1	THE call-signature application authority: the one place a generic callee's type parameters are freshened, inferred, and recorded as an instantiation
signature-application	check_actor_field_defaults	hew-types/src/check/items.rs	stage-1	actor field default initialisers checked against declared field types
signature-application	check_actor_delivery_view	hew-types/src/check/actor_delivery.rs	stage-1	both delivery views check their option against the declared OnFull enum
signature-application	check_against_inner	hew-types/src/check/expressions.rs	stage-1	general expression checking against an expected type; the recursive spine of the primitive itself, no signature involved
signature-application	check_binary_op	hew-types/src/check/expressions.rs	stage-1	operand checking against the operator's own expected operand type
signature-application	check_block	hew-types/src/check/statements.rs	stage-1	block tail checked against the block's expected type
signature-application	check_lambda_actor_call	hew-types/src/check/calls.rs	stage-1	the one argument-check path for a lambda actor call, shared by the bare handle, the delivery views and a record field holding a handle
signature-application	check_call	hew-types/src/check/calls.rs	stage-1	call-shape paths that check a callee value or constructor operand, not a named signature's parameters
signature-application	check_call_against_expected_constructor	hew-types/src/check/calls.rs	stage-1	constructor payloads checked against the expected enum or record shape
signature-application	check_call_with_type	hew-types/src/check/calls.rs	stage-1	explicitly annotated call operands checked against the annotation
signature-application	check_collection_args	hew-types/src/check/methods.rs	stage-1	builtin collection arguments checked against an ArgTemplate instantiated from the receiver, which binds no user signature
signature-application	check_condition	hew-types/src/check/patterns.rs	stage-1	pattern conditions (12.5): each let operand binds its pattern against the synthesized scrutinee through bind_pattern and the match resolution table; boolean operands check against bool
signature-application	check_const	hew-types/src/check/items.rs	stage-1	const initialiser checked against the declared const type
signature-application	check_discarded_if_chain	hew-types/src/check/statements.rs	stage-1	discarded if-chain arms checked against unit
signature-application	check_duplex_method	hew-types/src/check/methods.rs	stage-1	builtin Duplex arguments checked against the channel's payload type
signature-application	check_expr_with_expected	hew-types/src/check/expressions.rs	stage-1	the primitive's own thin entry point, delegating to the expression spine
signature-application	check_hashmap_method	hew-types/src/check/methods.rs	stage-1	builtin HashMap key/value arguments checked against the receiver's own K/V
signature-application	check_hashset_element_arg	hew-types/src/check/methods.rs	stage-1	builtin HashSet element argument checked against the receiver's element type
signature-application	check_lambda_body	hew-types/src/check/expressions.rs	stage-1	lambda body checking against its declared return type moved from check_lambda
signature-application	check_lambda_pid_method	hew-types/src/check/methods.rs	stage-1	lambda-actor send/ask arguments checked against the lambda's declared parameter type
signature-application	check_local_recovery	hew-types/src/check/expressions.rs	stage-1	recovery body is checked against the successful payload type
signature-application	check_match_expr	hew-types/src/check/expressions.rs	stage-1	match arm bodies checked against the match's expected result type
signature-application	check_match_stmt	hew-types/src/check/statements.rs	stage-1	match-statement arms checked against the statement's expected type
signature-application	check_method_call_inner	hew-types/src/check/methods.rs	stage-1	method-dispatch paths that check a receiver or operand shape, not a named signature's parameters
signature-application	check_return_operand	hew-types/src/check/statements.rs	stage-1	return operand checked against the enclosing function's declared return type
signature-application	check_runtime_vec_method_from_source	hew-types/src/check/methods.rs	stage-1	source-derived Vec method arguments checked against the receiver's element type
signature-application	check_send_half_method	hew-types/src/check/methods.rs	stage-1	builtin Sender arguments checked against the channel's payload type
signature-application	check_spawn_constructor_args	hew-types/src/check/expressions.rs	stage-1	spawn constructor arguments checked against actor init parameter types, which carry no generic callee signature
signature-application	check_stmt_as_expr	hew-types/src/check/statements.rs	stage-1	tail statement checked against the block's expected type
signature-application	check_stmt_inner	hew-types/src/check/statements.rs	stage-1	statement operands retain declared and inferred checking after splitting the statement entry point
signature-application	check_stream_method	hew-types/src/check/methods.rs	stage-1	builtin Stream arguments checked against the receiver's element type
signature-application	check_struct_init	hew-types/src/check/expressions.rs	stage-1	record field initialisers checked against declared field types
signature-application	check_vec_method	hew-types/src/check/methods.rs	stage-1	builtin Vec arguments checked against the receiver's element type
signature-application	record_concrete_integer_operand	hew-types/src/check/expressions.rs	stage-1	integer literal re-checked against its settled concrete width
signature-application	synthesize_array_literal	hew-types/src/check/expressions.rs	stage-1	array elements unified against the literal's element type
signature-application	synthesize_array_repeat	hew-types/src/check/expressions.rs	stage-1	array-repeat element checked against the annotated element type
signature-application	synthesize_concurrency	hew-types/src/check/expressions.rs	stage-1	concurrency-block operands checked against their awaited shapes
signature-application	synthesize_index	hew-types/src/check/expressions.rs	stage-1	index operands and results checked against the indexing surface's declared types
signature-application	synthesize_inner	hew-types/src/check/expressions.rs	stage-1	expected-type propagation inside the synthesize spine
signature-application	synthesize_map_literal	hew-types/src/check/expressions.rs	stage-1	map literal keys and values checked against the literal's declared key/value types
signature-application	synthesize_unary_op	hew-types/src/check/expressions.rs	stage-1	unary operand checked against the operator's expected type
signature-application	synthesize_yield	hew-types/src/check/expressions.rs	stage-1	yielded value checked against the generator's declared element type
signature-application	try_record_fn_field_call	hew-types/src/check/methods.rs	stage-1	record function-typed field invoked as a value; its parameters come from the field's fn type, not a signature
sir-hir-fact-rederivation	predicate-shape-match	hew-sir/src/lower_match.rs	stage-3	D486 stage one freeze: several functions independently match arm.predicate's shape (wildcard/binding/literal/enum-variant) instead of consuming one shared classification HIR already decided
sir-hir-fact-rederivation	require-variant-shape-call	hew-sir/src/lower.rs	stage-3	D486 stage one freeze: computes a payload's variant shape from a ResolvedTy on every call, including the primitive's own definition and its forwarding method wrapper
sir-hir-fact-rederivation	require-variant-shape-call	hew-sir/src/lower_defer.rs	stage-3	D486 stage one freeze: defer failure lowering computes its payload's variant shape from a ResolvedTy instead of reading a shape HIR published
